list-idl-s,4,32,1,384,1534387,3995
list-idl-s,8,1,1,24,288472,12019
list-idl-s,8,2,1,48,339138,7065
list-idl-s,8,4,1,96,296912,3092
list-idl-s,8,8,1,192,558835,2910
list-idl-s,8,16,1,384,1253413,3264
list-idl-s,8,32,1,768,3536981,4605
list-idl-s,12,1,1,36,491374,13649
list-idl-s,12,2,1,72,409854,5692
list-idl-s,12,4,1,144,435845,3026
list-idl-s,12,8,1,288,804515,2793
list-idl-s,12,16,1,576,1961126,3404
list-idl-s,12,32,1,1152,5393759,4682
list-none-none,1,1000,1,3000,3968431,1322
list-none-m,1,1000,1,3000,4050286,1350
list-none-m,2,1000,1,6000,7794757,1299
list-none-m,4,1000,1,12000,15292349,1274
list-none-m,8,1000,1,24000,31273421,1303
list-none-m,12,1000,1,36000,46109503,1280
list-none-m,16,1000,1,48000,63050726,1313
list-none-m,24,1000,1,72000,92758580,1288
list-none-s,1,1000,1,3000,3823741,1274
list-none-s,2,1000,1,6000,12827260,2137
list-none-s,4,1000,1,12000,38746785,3228
list-none-s,8,1000,1,24000,161727834,6738
list-none-s,12,1000,1,36000,292974415,8138
list-none-s,16,1000,1,48000,384155378,8003
list-none-s,24,1000,1,72000,1420254422,19725
